0,1,2
27,2745,26.12
47,7495,29.62
64,4344,93.28
59,850,41.55
21,6421,57.92
81,7809,90.52
69,1424,17.88
31,8509,13.69
74,7074,46.78
83,2372,34.62
27,6925,89.2
18,6600,50.76
89,5465,32.15
24,7905,11.94
90,8814,87.61
43,5567,46.88
51,8868,71.88
29,6802,44.52
48,9813,88.48
62,1829,44.3
85,7013,98.09
88,2570,15.82
81,2132,85.83
99,3988,58.78
13,8076,42.61
83,3674,24.38
54,3778,37.78
29,8578,86.41
59,1063,80.01
8,3393,72.95
50,4597,91.31
6,1300,71.19
19,9601,80.78
0,4519,78.5
49,7295,84.07
1,8106,59.76
0,8746,41
32,7608,97.72
52,2969,5.83
97,3653,73.75
34,3022,71.73
14,7194,2.53
47,1644,45.09
73,5805,7.02
25,2929,31.24
37,1482,35.12
57,7920,80.99
92,9760,68.17
5,2226,79.73
75,82,9.05
12,6226,59.15
44,754,34.17
24,5858,39.66
30,9494,88.15
61,6488,92.45
11,6380,87.38
32,7143,80.37
46,8691,70.02
66,6016,2.19
15,8131,3.19
40,1902,1.68
51,3144,23.72
51,7198,31.27
51,6694,77.53
43,8395,88.78
59,8506,41.32
87,5209,22.21
88,375,84.78
44,7626,62.2
38,5837,94.88
21,6571,75.03
94,8045,28.13
22,6678,6.43
56,6104,16.11
58,5007,94.78
2,2979,6.97
94,2406,8.67
94,9277,76.34
60,1042,11.35
49,8395,89.8
97,1948,97.92
16,161,81.45
45,8179,73.83
83,3836,42.97
70,5849,52.7
75,9312,45.18
38,3252,19.86
20,5918,14.53
86,1438,69.3
77,4658,77.55
89,7230,10.65
41,9755,69.91
31,9222,25.78
0,3134,70.59
73,1665,39.27
80,1222,43.91
33,8092,84.46
3,3392,87.93
35,6132,98.86
31,5047,51.2
2,9464,66.31
58,316,58.64
60,8262,49.14
91,1450,63.64
78,6342,22.11
87,1332,88.33
4,400,58.2
52,1213,96.09
8,4015,7.34
73,1451,68.68
66,3071,56.59
3,9069,56.35
16,4229,49.53
11,2577,61.04
48,8890,56.97
14,2689,49.15
3,4930,49.13
33,9865,85.77
60,8016,29.5
32,8955,29.77
1,1911,55.62
35,2398,40.07
26,896,80.34
35,2025,76.28
7,3818,92.35
35,8673,42.56
78,5581,76.37
93,9842,31.95
64,5630,81.96
55,2600,0.31
23,5711,50.99
30,9130,60.89
72,6422,33.19
11,6271,39.99
38,6591,87.07
50,490,20.73
63,6124,7.06
6,4196,90.81
20,5062,21.68
63,2629,83.46
8,6465,79.61
21,492,77.74
35,2421,90.65
70,9234,1.26
71,667,95.07
64,4562,91.57
76,4065,96.07
16,2565,54
46,1735,9.11
16,5902,21.38
88,770,38.18
0,6341,9.59
43,752,44.93
92,6017,58.34
48,3527,23.36
28,2314,57.47
76,6603,78.52
64,663,7.18
59,8557,19.42
51,286,2.08
30,1613,29.26
42,6034,3.48
46,5210,83.81
49,8851,46.04
36,1862,39.52
52,2771,54.85
40,3742,12.62
39,2860,84.86
80,3357,8.49
9,4795,27.57
91,9178,31.47
95,2641,9.51
87,3556,8.36
15,1192,76.89
97,693,50.17
60,7377,64.99
13,6111,88.81
52,7969,71.84
78,1390,42.63
22,175,37.07
23,8415,41.61
77,2669,53.19
75,3868,8.77
32,7867,1.99
16,8069,21.15
22,620,12.64
28,657,81.82
5,399,6.09
97,974,85.6
43,8877,46.36
62,4442,21.37
70,156,24.18
69,744,52.53
79,7990,3.73
2,7453,34.44
40,8085,96
95,2897,52.48
87,9000,30.52
73,2841,27.94
16,3807,2.58
85,7294,81.21
14,7645,81.42
51,8455,8.23
18,8507,75.88
73,6368,46.2
84,4854,42.3
69,3471,68.9
77,4985,74.13
14,5776,21.06
27,8523,6.04
0,5385,65.6
55,1537,76.83
80,3417,82.48
13,4240,91.17
48,2982,96.4
97,429,87.34
62,6033,68.11
73,3955,78.62
7,2084,84.87
3,9850,78.28
69,4892,58.65
47,4045,34.39
53,3125,64.27
16,4614,20.83
28,9868,51.33
14,7816,75.15
97,4486,87.76
33,6563,27.8
65,802,55.82
2,6123,76.94
97,2816,53.88
72,9096,33.44
87,8089,97.22
92,520,84.06
32,8273,39.47
19,5470,67.49
74,4584,34.42
35,3273,46.7
80,9473,24.95
97,7855,33.1
85,4758,57.42
65,5883,51.44
35,6486,50.66
0,2418,62.41
16,5883,38.12
40,1949,98.6
26,407,93.46
40,155,37.23
41,8215,38.27
60,8378,6.22
99,5824,51.25
97,2637,16.01
94,9268,48.08
48,7392,0.96
13,8158,32.62
99,3185,95.29
63,2559,73.56
3,7915,41.7
33,2484,45.1
54,6956,98.28
81,8032,24.97
89,1205,67.26
74,1833,74.07
95,8640,84.06
15,2602,39.99
27,5927,50.49
86,1253,14.28
55,5877,30.76
11,8975,59.25
60,5652,7.26
61,9783,23.48
48,8160,56.81
83,3288,95.42
29,7265,33.57
21,4747,93.02
45,5178,13.79
97,2416,28.99
6,6410,87.54
25,4277,99.84
46,9844,87.51
70,9657,98.35
14,6413,44.75
86,3528,39.16
14,3710,61.27
75,3671,98.72
38,1107,24.65
65,5,2.63
29,3870,43
7,4076,18.02
2,3799,71.48
70,2542,30.84
35,1960,23.22
59,7804,52.33
20,474,74.9
37,7574,67.83
80,4551,89.17
5,8888,21.24
26,3611,0.35
42,2892,64.16
88,9167,64.72
30,9577,50.78
84,6582,20.5
82,6416,98.92
67,1867,2.52
43,7817,43.09
85,4714,33.08
84,4996,2.22
72,4165,94.13
30,5966,69.54
71,9362,1.5
17,4327,7.51
74,8022,16.89
96,8522,79.13
32,5155,29.89
95,890,33.31
21,6563,96.4
21,3875,73.06
62,3398,16.24
39,5864,87.07
82,5081,50.5
88,1476,51.06
22,2391,72.73
34,7573,78.29
18,6588,49.83
53,1340,57.85
26,7883,88.03
37,6196,87.28
81,7066,74.59
38,9413,87.4
31,6200,23.06
86,8160,36.62
88,687,72.76
31,2266,68.11
64,4587,65.76
60,5588,69.85
53,252,80.9
71,1295,53.65
94,5486,33.71
29,7095,6.07
91,1198,3.48
47,746,60.86
32,3130,82.2
1,2937,37.3
57,3484,0.53
98,6799,66.13
39,2443,94.86
46,7929,62.09
43,1061,0.51
85,7105,86.49
92,44,94.82
66,9013,82.6
16,3034,31.2
68,3475,44.66
14,2259,54.57
83,3615,2.17
49,252,1.78
87,2905,51.01
29,3742,67.94
84,5251,24.71
44,6513,23.48
33,2855,67.65
33,4226,58.64
35,6971,20.56
80,3648,22.06
67,9654,99.55
3,7663,23.82
58,699,81.84
59,3942,35.39
88,5843,92.05
18,7401,92.19
72,2836,48.42
52,3517,65.04
66,9524,45.08
19,1439,35.43
28,6567,91.73
32,4429,6.06
35,2838,50.69
62,1853,3.18
55,8122,90.49
84,8989,77.84
73,7186,52.16
54,7749,11.83
24,8828,86.57
63,5084,60.48
54,4007,97.34
86,5232,38.3
26,6740,18.83
57,8134,59.29
55,9516,63.24
41,7307,34.15
91,8885,0.12
42,9421,73.06
55,3505,10.55
50,3885,46.8
71,9814,93.25
88,9123,93.04
19,9438,70.47
94,9726,45.9
78,7144,44.72
26,1408,91.59
20,4486,42.15
26,9665,9.4
80,7006,39.16
67,3282,17.04
95,6755,34.31
68,2632,9.32
44,2414,77.81
87,9450,99.67
48,4611,3.11
45,9707,55.11
7,8763,99.55
37,2817,16.84
11,2018,71.35
43,9421,23.79
32,4697,79.4
0,7575,5.46
67,3545,19.41
3,3704,83.7
44,3011,22.39
96,1476,60.7
69,3215,60.8
5,6863,28.11
39,6680,67.12
67,903,96.71
43,6927,26.7
76,3937,24.62
70,7560,71.17
44,7833,41.22
82,4982,53.92
67,3514,14.18
66,1935,45.49
13,7017,26.33
35,1309,73.39
98,1116,28.2
56,5782,60.1
37,5504,85.06
0,3579,44.14
95,218,98.71
26,4242,65
72,3313,91.19
45,3784,87.49
17,8855,79.54
37,6212,10.95
37,5274,65.61
60,1649,26.43
91,7244,6.77
33,7479,63.84
72,9881,60.95
48,5460,16.3
67,2966,44.35
83,7709,38.07
73,2893,17.16
80,2446,47.68
40,6054,13.58
68,7755,52.8
31,8149,47.56
75,9048,83.74
63,4332,98.04
25,3515,81.74
95,4057,59.59
87,79,8.51
1,9362,52.12
83,8146,23.74
72,9871,92.43
67,2666,85.3
86,5390,95.01
91,5116,61.37
45,5360,35.9
35,73,5.89
67,6602,51.81
22,427,7.25
42,32,75.94
29,4864,40.5
43,5703,0.71
77,6560,47.92
83,851,73.71
2,5723,81.07
9,3577,3.69
30,7805,79.58
8,3959,75.92
63,8176,74.16
20,1473,87.06
53,418,3.35
41,4594,29.19
20,6848,5.33
60,7802,12.61
79,5645,20.93
52,1165,22.37
5,5907,2.4
59,6200,62.31
0,1782,37.68
88,3944,76.63
96,871,57.61
18,5589,52.91
10,4150,30.34
71,5069,28.28
59,3192,42.84
8,5377,10.48
2,2338,48.24
14,3243,97.27
13,9819,9.54
10,4530,18.53
45,3172,95.39
73,5152,82.45
20,8778,11.16
17,470,42.26
13,5034,12.02
61,8872,91.15
12,9108,42.97
46,5126,3.7
67,5725,3.57
92,667,9.42
53,8968,53.68
57,1071,70.36
8,432,75.22
48,6895,57.43
38,2363,17.21
64,4885,53.26
69,3429,50.06
8,3895,37.88
62,8648,7.17
64,2256,25.3
30,823,99.84
39,5388,47.12
45,3358,24.02
54,8310,35.98
48,8441,15.68
28,9306,55.06
75,7547,97.69
35,5232,51.81
16,6003,36.78
89,8054,29.83
97,5378,93.25
53,8413,71.65
27,431,54.63
26,2322,94.69
9,9902,43.22
79,92,9.09
25,444,82.94
30,3363,78.33
30,5983,14.31
93,2347,90.38
88,2071,79.55
58,5060,48.43
85,5663,49.96
94,3496,25.34
6,9096,42.54
59,5001,81.63
16,807,53.6
96,9657,74.18
16,5015,60.65
60,1785,6.62
69,699,29.15
64,9522,91.3
70,5625,67.73
11,19,66.19
43,1163,59.43
76,5728,82.88
76,4066,86.91
45,2609,94.71
28,6610,18.67
21,5846,8.2
84,4938,43.86
52,1386,59.09
27,249,30.52
61,8408,0.28
23,4092,94.45
52,7365,35.36
91,5000,29.98
16,9112,40.69
19,994,98.11
15,2995,45.34
51,6372,40.45
39,3318,20.94
72,9765,14.64
4,1125,61.44
59,8927,15.14
66,7153,61.9
25,183,51.68
72,3017,76.2
21,3973,38.16
93,2650,97.35
75,4468,64.81
13,3032,99.66
96,9127,22.76
32,4651,29.68
53,1921,61.9
53,8606,48.77
57,8841,49.76
17,7809,43.06
74,5856,97.25
47,3507,50.4
99,9637,22.06
87,8349,53.48
15,7189,61.87
46,7280,3.92
35,3397,52.58
92,4886,54.88
84,9345,65.99
99,1742,54.02
10,9953,72.61
86,9111,15.68
98,8649,21.08
71,6841,83.31
60,8960,84.92
35,6520,74.38
23,6556,18.97
76,8459,96.86
8,3400,69.3
45,3978,75.67
32,9951,99.21
99,8102,4.71
62,4899,78.98
91,5300,90.87
29,7857,97.57
88,9382,36.45
23,4841,93.85
19,5866,0.22
52,3576,37.63
2,9091,18.37
88,8267,48.82
7,8386,47.42
17,3085,27.12
46,1917,64.3
41,9906,86.18
41,1976,25.98
71,3454,59.16
68,1616,11.86
38,8606,16.71
40,7208,90.71
85,944,57.23
13,5270,2.18
96,644,42.87
40,3403,99.21
78,820,50.56
36,6516,14.75
60,4059,6.36
39,6072,24.53
51,3896,55.42
91,2625,67.71
16,4029,92.17
64,8615,8.37
70,1778,42.37
82,5556,66.51
29,7943,79.43
39,3837,20.01
27,5186,23.74
96,5945,57.78
21,5802,36.41
62,9767,79.23
17,7544,4.3
58,4451,7.31
90,8557,43.24
38,5858,94.69
87,290,83.33
59,8363,42.43
11,554,75.13
15,6286,5.88
19,6801,61.41
28,6837,12.75
81,3886,37.94
99,9817,97.87
32,7046,9.36
55,3839,85.11
74,9367,97.52
59,5873,67.75
26,2590,3.99
99,2360,80.88
19,7727,79.47
39,962,20.69
38,8560,24.65
80,1998,41.46
72,3094,89.23
1,4160,88.05
59,1108,31.64
35,5891,74.33
25,851,9.68
82,1561,36.12
41,3474,30.85
26,9326,56.34
46,8495,37.32
2,4366,96.42
40,1432,93.45
40,8250,39.29
55,7790,22.45
0,6336,56.73
68,8904,16.15
55,3047,11.45
19,2113,15.27
87,9739,1.98
53,2769,29.7
83,9248,98.41
29,525,4.05
8,2433,34.97
85,1754,51.5
61,8718,38.42
86,2320,59.06
73,3249,72.15
26,1056,80.76
83,8463,9.04
38,335,53.87
6,8540,95.73
76,1935,29.88
38,8623,89.45
42,4360,0.25
20,8183,31.62
59,9672,67.13
87,7659,81.33
55,3605,86.53
18,4381,18.67
18,629,19.31
82,1776,15.06
34,3619,8.91
5,1721,88.31
25,8984,9.43
94,3180,56.12
87,4311,65.6
0,4256,55.61
68,1968,68.8
43,7179,5.56
69,1943,28.71
23,8868,36.15
28,750,58.66
58,1816,69.09
41,4620,56.82
18,931,42.08
84,3510,83.59
1,8154,12.35
17,9792,14.01
52,6836,2.4
30,7862,1.24
49,5433,12.87
29,8571,49.2
46,6920,78.33
27,2642,11.09
3,7405,5.01
69,4920,39.64
0,6975,16.84
47,9769,30.09
64,3192,17.89
94,8177,78.77
89,165,86.98
60,6403,97.75
7,2898,23.2
61,9015,67.89
13,1478,97.47
69,5068,23.33
38,6362,7.25
42,7645,28.78
54,7048,94.39
5,2073,39.51
56,120,1.63
38,5420,85.67
5,673,23.24
50,8996,53.78
49,4144,88.95
5,6932,38.52
93,9078,42.72
1,4986,44.87
8,8678,22.99
69,1492,73.28
53,9946,37.57
5,9584,89.53
39,781,80.77
57,1805,93.81
31,9230,79.43
4,7544,11.95
95,2045,14.28
10,8336,78.47
53,8302,34.92
71,7959,19.33
78,7893,35.83
95,5979,26.12
94,5650,29.07
10,2739,30.29
35,1369,98.02
93,1293,94.28
85,9374,41.41
13,9785,42.97
15,4970,31.1
70,1595,73.35
68,5440,89.88
90,4082,42.59
41,9655,7.11
41,971,77.35
40,7570,17.41
45,3484,14.38
10,2208,67.91
34,3097,34.6
64,4124,56.22
31,2359,98.38
93,7020,64.62
28,5203,8.78
15,4294,96.86
61,584,73.17
82,3626,8.27
35,3481,96.87
82,6831,47.45
11,5505,26.52
58,5521,2.28
50,3694,24.97
38,9085,24.56
30,3647,40.05
69,3891,46.68
28,2868,25.53
9,1161,74.14
76,3238,62.46
23,3510,2.75
32,6956,73.22
63,2067,56.06
20,2236,30.49
75,8755,32.34
69,8137,76.63
87,6933,96.81
40,9286,60.19
30,6133,26.74
17,4189,75.45
27,603,52.78
38,9794,18.29
21,3416,10.25
80,1170,88.21
98,7661,90.66
96,6371,51.94
39,8966,40.83
34,4983,96.66
22,4082,84.82
0,9489,18.36
73,4768,18.5
32,794,11.28
86,902,62.25
65,804,45
90,4276,32.27
88,2510,0.71
70,358,53.36
77,9331,27.67
24,7758,63.29
35,2134,4.59
51,8023,67.79
64,5015,98.72
41,757,15.93
32,6900,97.85
47,6355,27.15
90,2555,77.95
64,4128,87.97
68,9839,86.23
0,1750,1.5
47,4149,35.24
33,998,9.11
63,5146,82.26
82,633,49.84
11,6318,5.71
15,2806,42.32
58,3300,85.05
49,1355,28.95
47,4853,65.67
14,7172,92.85
83,5356,77.3
88,4358,45.26
10,3017,73.41
25,2272,42.64
88,2937,96.86
21,7520,3.44
31,9735,1.75
39,3729,8.82
31,1444,94.68
63,8211,28.18
11,6703,29.19
9,5793,88.26
30,9878,51.52
82,7973,82.69
0,4916,81.16
90,7276,64.89
84,7980,56.71
42,1464,3.55
56,5019,1.23
16,1597,46.78
4,1971,86.62
89,4067,5.96
16,3558,65.37
19,6888,83.6
7,8660,6.33
49,1089,10.3
52,5773,71.32
58,2826,18.59
12,9433,27.93
15,8761,6.99
85,4977,84.68
85,9973,43.92
57,2490,31.11
77,7457,1.14
2,6332,8.82
45,8507,84.64
56,3862,98.97
68,6791,54.14
91,4067,95.34
46,9249,76.1
85,6399,54.91
62,1905,92.51
61,3604,85.12
59,5712,61.31
82,7285,24.46
46,8756,51.23
12,2133,19.99
9,544,24.54
39,6800,97.4
32,9516,61.78
81,2594,35.02
60,3180,71.19
18,8055,17.45
84,9151,13.13
18,9746,60.26
88,8308,82.26
55,7291,1.1
11,9385,4.4
36,9137,88.2
58,559,98.23
27,8390,95.09
61,665,45.89
2,4077,15.91
97,8912,77.42
26,3980,78.86
71,4268,90.37
90,6980,40.25
4,5352,13.66
97,1965,53.91
75,4182,7.83
27,4081,63.78
98,9417,27.78
36,4635,31.09
39,5681,27.23
64,7845,27.97
81,8684,95.03
92,3642,45.67
36,2795,87.5
60,6306,41.23
36,8442,95.54
0,5588,13.91
37,4093,50.66
33,2770,17.65
38,2425,89.43
20,510,85.16
35,761,65.08
63,4616,48.02
83,4809,86.61
50,3008,43.76
74,7062,70.87
13,5493,70.08
52,5932,86.07
61,868,63.96
71,6209,56.88
17,9876,44.05
7,2417,69.98
68,8838,30.08
78,7704,23.18
62,751,7.49
42,1751,13.6
59,9176,14.08
58,9963,36.56
22,8652,35.43
20,746,44.32
42,4756,11.11
33,5609,30.03
52,7900,11.79
41,666,56.73
70,4257,86.9
59,7710,54.53
50,3732,9.73
24,3540,38.64
83,6377,8.73
84,4555,39.93
30,9790,63.94
61,74,40.16
50,5991,26.67
71,4589,98.68
42,2000,46.6
29,3238,35.83
0,3000,64.24
65,9612,15.03
74,1331,38.09
35,9127,70.85
99,810,70.83
96,986,87.93
88,1316,95.86
1,8365,76.11
16,6003,30.64
89,9651,81.61
13,9336,70.37
44,9292,61.91
13,841,36.44
93,3033,14.38
28,461,79.89
24,2631,49.8
87,6593,60.11
33,3853,80.75
39,474,43.5
31,7780,43.12
16,2154,47.23
1,636,17.47
32,2272,85.13
89,962,83.31
99,7661,21.22
6,3038,52.25
20,1386,55.57
76,908,69.57
80,9030,13.51
80,3175,38.19
73,5550,26.23
74,5812,30.33
98,6357,1.77
0,4398,68.06
66,5720,26.15
71,7444,99.32
26,1552,34.36
94,6063,51.86
40,4700,47.2
75,967,90.47
16,7596,90.81
97,182,29.68
91,1172,69.08
93,6824,99.83
97,4427,77.34
59,3713,44.56
58,7525,42.38
42,1273,30.52
9,6351,41.64
32,8897,21.72
89,8196,46.37
69,4379,31.86
42,396,90.41
9,8213,29.8
74,9261,37.33
35,5762,50.57
31,4679,57.3
37,4101,65.56
89,2433,87.82
36,6154,93.74
34,655,69.65
46,3226,62.84
69,8743,74.89
81,2677,76.68
97,5727,3.55
96,9148,37.78
19,3969,67.82
29,9233,91.37
90,5733,17.07
2,4431,3.54
58,1004,71.92
70,9121,84.86
26,4141,80.2
58,2827,25.01
10,8866,88.33
80,9681,23.73
85,9562,50.02
11,8433,95.2
26,4499,8.71
92,6491,13.88
63,3769,83.33
7,465,65.76
0,6466,40.26
21,6247,96.56
27,8941,37.52
53,24,98.79
44,3525,24
47,6589,19.29
77,685,3.09
32,1757,90.25
2,7324,24.7
88,2033,18.88
51,964,24.17
68,3352,92.69
55,9857,19.43
14,7189,53.84
1,4022,86.61
44,9715,39.11
56,7332,33.82
24,8088,51.7
98,4685,89.22
94,6849,99.68
2,5953,23.58
51,2488,2.08
97,6431,58.06
69,8857,91.08
63,3798,66.09
87,5967,27.23
87,210,31.8
22,6692,56.11
78,1837,25.76
73,1568,35.79
43,4087,19.75
32,8293,96.33
22,1427,7.05
34,9353,71.12
93,1107,93.08
57,5313,14.63
37,4349,71.45
38,3715,1.75
71,8039,77.06
73,1814,47.62
87,2291,83.28
83,5428,81.07
56,9437,53.98
95,3847,72.89
43,2519,43.37
27,5613,64.06
91,5337,30.47
19,8837,80.27
68,2349,1.1
15,8016,79.19
63,9794,38.28
24,9370,80.42
95,8325,84.26
32,1412,43.87
72,3892,11.02
77,9612,52.52
50,9436,49
19,7516,53.66
83,3288,40.96
78,602,81.35
99,2113,45.05
37,8589,90.72
7,7555,52.67
35,1702,32.21
77,8946,88.56
23,1584,19.46
12,5364,39.52
49,8875,58.43
68,8539,44.63
37,1250,8.41
68,8089,12.66
27,9830,49.04
90,295,48.07
17,8053,3.9
86,6749,37.84
77,8421,46.79
17,9077,47.03
39,5004,27.48
70,2976,15.31
89,4083,28.28
8,3012,13.51
64,6443,95.6
49,2446,63.82
11,9102,52.51
35,5558,59.25
55,9127,11.52
38,5166,63.25
81,9795,86.93
65,9215,50.11
79,2135,88.41
33,5490,34.95
57,6814,5.93
18,7070,62.21
48,1848,97.72
97,9886,95.56
98,3776,94.49
70,7123,93.52
66,4807,53.53
91,7025,95.1
38,49,7.08
58,1764,34.05
25,3088,0.1
64,292,56.31
23,7606,52.2
40,1492,41.06
96,5107,83.92
84,9830,71.41
31,3109,20.81
36,2116,37.56
67,1948,66.85
3,9696,27.47
96,1808,31.76
48,1,85.58
64,5221,13.14
85,316,89.48
83,5940,89.32
84,976,94.77
41,7277,46.46
94,8279,49.18
25,58,99.07
79,422,5.99
69,1263,61.99
78,5065,2.75
11,1223,9.08
78,7476,78.25
10,2083,41.16
54,9697,44.98
33,1286,68.66
64,1402,84.97
40,7525,79.16
98,4937,4.92
3,2686,57.12
17,3664,69.68
20,3379,24.5
54,1939,62.68
86,5524,34.05
34,6878,31.35
4,1827,76.33
37,602,43.94
35,4487,50.33
86,9307,85.89
48,4507,81.53
33,214,66.84
89,7905,30.19
13,2127,16.25
70,8150,36.94
46,7207,39.21
95,4652,9.72
56,627,74.87
16,9626,90.97
29,6514,86.12
93,3094,4.29
90,2081,76.33
24,8342,48.25
39,1004,48.46
27,3905,8.03
54,1305,81.46
56,6359,34.64
39,2994,84.88
7,8922,77.16
72,3528,6.11
17,6084,82.76
10,4505,3.76
21,4170,19.28
56,4830,11.97
28,1848,93.07
81,9068,84.31
9,5257,51.24
63,9281,31.98
8,2353,8.8
28,7964,27.37
97,2983,46.62
24,784,28.6
69,2951,20.11
7,8704,29.18
9,6902,0.1
72,1746,20.94
98,8645,81.18
25,1409,58.68
14,283,64.24
72,8873,47.97
41,7179,75.86
33,2488,3.58
54,5787,96.43
56,6971,7.19
37,5886,93.33
88,8374,26.58
97,1406,91.82
85,1499,10.69
27,9616,82.73
2,4449,55.97
16,8590,45.18
16,3238,69.42
63,531,41.95
95,6676,0.38
66,9369,61.15
77,6538,34.9
44,6368,46.36
12,8549,67.17
63,9095,13.29
89,4941,1.6
95,891,34.77
50,2807,32.03
42,4304,41.43
56,4167,66.97
70,9113,3.66
28,434,3.48
38,8326,62.09
70,1635,57.6
46,6049,4.25
20,9137,74.77
88,9952,88.2
41,958,61.03
62,8947,16.94
59,6568,71.73
65,6566,53.62
73,9375,24.12
29,6517,74.62
15,6100,7.69
10,8632,19.65
76,4868,76.91
78,7283,83.06
78,8164,83.59
90,7156,98.25
63,3254,93.97
52,8741,39.47
66,7793,65.25
23,8091,8.33
78,3944,51.07
50,3426,42.76
94,5649,38.24
54,334,63.2
66,6394,77.24
60,4435,75.98
73,4763,79.29
52,5797,90.65
55,1759,2.82
75,2414,98.27
58,8183,77.12
60,4346,85.23
85,6171,4.39
70,9242,41.28
60,7961,30.76
16,1546,97.43
67,5546,28.06
39,1851,67.59
93,3449,80.47
38,6793,65.77
63,1652,82.69
34,3163,46.06
99,2331,36.61
56,1865,83.38
76,3727,30.63
55,9918,56.8
92,2841,12.19
83,7333,62.87
86,3167,75.15
39,2034,16.99
62,5356,78.87
0,7345,19.31
50,1637,40.25
51,2283,47.42
9,9612,22.91
48,5295,10.93
55,5293,2.73
53,3268,57.5
21,3083,62.74
83,5124,34.7
9,148,16.97
74,84,44.2
67,2131,57.91
79,6372,42.15
5,2631,11.75
16,6375,36.98
98,6623,78.91
29,1930,54.02
26,7124,1.22
52,6479,3.97
82,2702,41.45
40,1620,43.48
92,4193,29.4
82,5937,82.99
70,2478,13.27
96,5868,11.5
6,4931,42.13
27,8793,91.7
73,856,58.16
87,4467,26.99
42,9129,93.27
31,281,56.96
59,7395,88.16
66,7175,50.77
10,6189,7
31,7826,49.59
72,4809,88.02
40,2553,87.7
97,708,69.79
56,2679,82.03
28,2295,38.93
27,9713,29.83
66,1706,25.96
41,4220,70.67
45,7570,1.21
9,66,48.78
92,265,82.61
2,3130,69.6
48,1306,45.12
44,7261,30.01
16,6522,11.3
80,6339,22.47
7,718,2.31
12,4054,10.76
88,1408,78.72
52,7037,92.19
30,5429,65.84
90,1712,66.29
29,1909,17.25
6,5365,34.83
94,787,36.8
76,1134,36.85
14,9710,14.04
31,7232,69.98
30,1598,5.59
2,6077,37.94
57,7037,46.19
62,7972,52.95
11,6665,81.53
61,6537,25.58
2,8256,47.12
95,3160,97.05
10,341,25.76
20,8921,67.55
9,4038,19.01
66,7635,8.73
39,2556,4.8
85,7031,54.96
78,9375,79.62
96,4230,95.21
13,9299,33.6
84,6025,39.4
63,8458,15.41
47,4754,38.97
29,6822,3.24
32,3470,97.91
32,507,39.56
59,7103,11.87
92,3072,17.69
98,6700,3.46
49,1241,16.15
22,4397,66.5
78,7779,42.45
25,4539,27.27
13,694,84.28
18,5185,59.66
15,3193,70.84
46,9641,72
54,9304,95.89
53,3160,8.19
40,4133,48.42
22,4582,54.04
44,9314,58.69
90,1734,30.97
36,3655,4.28
14,6972,45.73
94,3089,16.81
46,1104,29.88
7,4129,19.66
54,1106,98.05
17,7403,86.07
22,4745,49.24
25,5374,1.72
64,6496,69.81
98,2857,39.34
4,1264,93.23
50,6853,39.14
35,8495,91.89
53,9345,21.99
11,2386,18.48
75,6587,83.06
9,8929,5.47
51,3605,16.56
72,5765,89.98
76,4896,5.81
90,48,29.46
36,8339,27.63
76,6979,37.17
22,3617,1.03
85,3193,13.12
96,2335,72.73
70,8024,90.88
24,1949,31.27
49,6958,75.1
40,4430,67.36
31,4809,88.5
13,8885,2.71
82,83,36.95
39,2441,5.03
16,9049,45.08
31,3862,46.2
65,682,82.22
64,5281,59.89
70,4770,6.91
49,3143,63.59
0,3882,86.91
95,3552,25.72
78,5525,55.28
33,9455,35.05
80,4981,25.5
81,3593,33.65
40,5621,48.46
44,4481,34.09
35,3964,88.34
13,6749,59.71
37,8957,6.36
69,6741,44.85
57,626,26.81
50,9127,31.36
41,9122,20.78
23,9854,46.96
95,9050,93.84
41,4051,62.42
17,2076,47.79
71,6661,2.4
17,6939,86.43
57,6540,8.78
39,1694,64.75
61,3698,34.85
42,8681,53.67
15,432,85.93
93,1458,4.86
62,9539,42.33
47,1623,65.56
30,9836,27.25
59,6240,52.32
1,8124,8.23
52,6457,57.74
22,6874,81.41
84,503,56.83
63,4877,4.28
77,150,1.42
63,931,39.82
43,9666,12.11
63,3858,72.58
89,3140,18.92
30,4709,64.47
26,3344,82.33
74,774,60.57
67,8361,84.59
50,6895,63.47
18,2119,21.17
31,7716,84.3
90,3108,48.13
24,5780,74.37
34,2190,22.42
11,5290,23.66
48,4725,51.73
60,20,30.7
66,8105,33.37
41,2231,3.87
56,6766,4.28
76,898,65.78
11,8448,96.65
15,339,87.14
46,7732,11.19
31,5081,92.44
67,1759,28.48
15,5161,30.53
64,7036,36.5
15,5595,44.69
61,9127,34.21
35,1054,70.77
15,4898,53.9
65,4433,13.76
27,7229,73.83
41,5939,5.21
85,1648,77.71
60,2827,24.74
73,8505,95.1
14,9777,47.92
1,2807,23.7
4,2273,60.37
75,4999,25.04
50,6363,49.08
37,2975,65.08
41,3572,77.73
10,7881,78.67
99,6195,61.8
18,1128,70.75
26,8543,57.72
79,1869,27.48
51,4502,57.94
88,8349,76.76
67,9543,16.64
14,9697,96.17
82,664,89.25
90,1559,88.63
38,6519,71.7
42,5269,29.36
90,4011,90.46
30,2313,78.89
68,4481,89.28
67,1047,96.44
17,6038,44.4
2,2941,45.87
92,2480,86.89
61,503,84.31
51,637,97.29
6,1660,86.01
4,9345,39.03
16,7815,57.86
30,8967,91.67
99,3903,5.4
74,1678,6.92
32,6125,63.17
51,6200,74.13
23,491,84.1
